acronym,page_title,expansion,hits,script,initials_match,looks_like_person,source,domain,raw_line
אמ״ק,"אמ""ק",אצבע מעוקבת,1,hebrew,True,False,wiktionary,,# אצבע מעוקבת.
אמ״ש,"אמ""ש",אגף משאבי אנוש,143,hebrew,True,False,wiktionary,משטרה,"#{{משלב/ר""ת|משטרה}} אגף משאבי אנוש."
אמ״ש,"אמ""ש",אוויר מים אש,7,hebrew,True,False,wiktionary,תורת הקבלה,"#{{משלב/ר""ת|תורת הקבלה}} אוויר מים אש."
אס״י,"אס""י",האגודה הסוציולוגית הישראלית,51,hebrew,False,False,wiktionary,,#האגודה הסוציולוגית הישראלית.
אס״י,"אס""י",ארגון ספרני ישראל,5,hebrew,True,False,wiktionary,,#ארגון ספרני ישראל.
אס״י,"אס""י",אבטחת סיור,0,hebrew,True,False,wiktionary,,#אבטחת סיור.
אס״ק,"אס""ק",אווירת סוף קו,0,hebrew,True,False,wiktionary,,# [[אוירה|אווירת]] סוף קו.
אס״ק,"אס""ק",אווירת סוף קורס,0,hebrew,True,False,wiktionary,,# [[אוירה|אווירת]] סוף קורס.
אס״ק,"אס""ק",אי ספיקה (רפואה),0,hebrew,True,False,wiktionary,,# אי [[ספיקה]] ([[רפואה]]).
אע״כ,"אע""כ",אלא עד כאן,2,hebrew,True,False,wiktionary,,# [[אלא]] [[עד]] [[כאן]]
אע״כ,"אע""כ",אלא על כרחך,1,hebrew,True,False,wiktionary,,# [[אלא]] [[על]] [[כרח]]ך
אצ״ל,"אצ""ל",ארגון צבאי לאומי,29,hebrew,True,False,wiktionary,,#[[ארגון]] [[צבא]]י [[לאום|לאומי]].
אצ״ל,"אצ""ל",אין צריך לומר,7,hebrew,True,False,wiktionary,,#[[אין]] צריך [[אמירה|לומר]].
אש״ל,"אש""ל",אין שומעין לו,7,hebrew,True,False,wiktionary,,# אין שומעין לו
אש״ל,"אש""ל",איפה שלמה,7,hebrew,True,False,wiktionary,,# איפה שלמה (פרוש על הספר עץ חיים)
אש״ל,"אש""ל",אכילה שתיה לינה,1,hebrew,True,False,wiktionary,,# [[אכילה]] [[שתיה]] [[לינה]]
את״ד,"את""ד",האגודה לתרבות הדיור,53,hebrew,False,False,wiktionary,,#ה[[אגודה]] לתרבות הדיור.
את״ד,"את""ד",אלו תמצית דבריו,0,hebrew,True,False,wiktionary,,#אלו [[תמצית]] דבריו.
את״ל,"את""ל",אגף תמיכה לוגיסטית,96,hebrew,True,False,wiktionary,משטרה,"#{{משלב/ר""ת|משטרה}} [[אגף]] [[תמיכה]] [[לוגיסטיקה|לוגיסטית]]."
את״ל,"את""ל",אם תאמר לי,1,hebrew,True,False,wiktionary,,#אם תאמר לי.
את״ל,"את""ל",אי תימא לי (אם תאמר לי),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אי תימא לי (אם תאמר לי)."
את״ל,"את""ל",אם תמצא לומר (אם תוכל לומר),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אם תמצא לומר (אם תוכל לומר)."
את״ל,"את""ל",אם תקשה לך,0,hebrew,True,False,wiktionary,,#אם תקשה לך.
את״ל,"את""ל",אם תרצה לידע,0,hebrew,True,False,wiktionary,,#אם תרצה לידע.
א״א,"א""א",אי אפשר,2522,hebrew,True,False,wiktionary,,#[[אי#אִי ב|אי]] [[אפשר]].
א״א,"א""א",אדר א',1529,hebrew,True,False,wiktionary,,# אדר א'.
א״א,"א""א",אברהם אבינו,361,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[אברהם]] אבינו."
א״א,"א""א",אמן אמן,262,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[אמן#אָמֵן|אמן]] [[אמן#אָמֵן|אמן]]."
א״א,"א""א",אין אדם,242,hebrew,True,False,wiktionary,,#אין אדם.
א״א,"א""א",אשת איש,148,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[אשת איש]]."
א״א,"א""א",אין אומרים,122,hebrew,True,False,wiktionary,,# אין אומרים.
א״א,"א""א",אדרת אליהו,84,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אדרת אליהו."
א״א,"א""א",אחרים אומרים,82,hebrew,True,False,wiktionary,,# אחרים אומרים.
א״א,"א""א",אחד אמר,65,hebrew,True,False,wiktionary,,# אחד אמר.
א״א,"א""א",אלכוהוליסטים אנונימיים,61,hebrew,True,False,wiktionary,,# [[אלכוהוליסט]]ים [[אנונימי]]ים.
א״א,"א""א",איסור אכילה,40,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[איסור]] [[אכילה]]."
א״א,"א""א",ארך אפים,38,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[ארך אפים]]."
א״א,"א""א",אל אדון,33,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אל אדון."
א״א,"א""א",אדוני אבי,26,hebrew,True,False,wiktionary,,# [[אדון|אדוני]] [[אב#אָב א|אבי]].
א״א,"א""א",איכות ואמינות,18,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[איכות]] ו[[אמינות]]."
א״א,"א""א",אגב אורחא,17,hebrew,True,False,wiktionary,,# [[אגב אורחא]].
א״א,"א""א",אתה אחד,16,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אתה אחד."
א״א,"א""א",אלף אלפים,13,hebrew,True,False,wiktionary,,# אלף אלפים.
א״א,"א""א",אור אחרון,11,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אור]] [[אחרון]]."
א״א,"א""א",אין אומרין,6,hebrew,True,False,wiktionary,,# אין אומרין.
א״א,"א""א",אמר אליהו,6,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אמר אליהו."
א״א,"א""א",אדיר אדירנו,2,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[אדיר]] אדירנו."
א״א,"א""א",אחד אלהינו,2,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אחד אלהינו."
א״א,"א""א",אי אמרת,1,hebrew,True,False,wiktionary,,# אי אמרת. (ארמית-אם אמרת)
א״א,"א""א",אֶגֶד ארטילרי,0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אגד|אֶגֶד]] [[ארטילרי]]."
א״א,"א""א","אבטחת איכות (המונח התקני: ה""א - הבטחת איכות)",0,hebrew,True,False,wiktionary,,"# אבטחת איכות (המונח התקני: ה""א - [[הבטחת איכות]])."
א״א,"א""א",אויר־אויר (יש ההוגים: אָלֶ״ף־אָלֶ״ף),0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אויר]]־[[אויר]] (יש ההוגים: אָלֶ״ף־אָלֶ״ף)."
א״א,"א""א",אוקיי ואוקיי,0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אוקיי]] ו[[אוקיי]]"
א״א,"א""א",אחזקה אוירית,0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אחזקה]] [[אוירי]]ת."
א״א,"א""א","אינפרה אדום (המונח התקני: תַת־אָדוֹם; גם אינ""א)",0,hebrew,True,False,wiktionary,פיזיקה,"# {{משלב/ר""ת|פיזיקה}} אינפרה אדום (המונח התקני: [[תת אדם|תַת־אָדוֹם]]; גם [[אינ""א]])."
א״א,"א""א","אל""ף־אל""ף",0,hebrew,True,False,wiktionary,סלנג,"# {{משלב/ר""ת|סלנג}} [[אלף אלף|אל""ף־אל""ף]]."
א״א,"א""א","אמל""ח אויב (הֲגוּ: אָלֶ״ף־אָלֶ״ף)",0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[אמל""ח]] [[אויב]] (הֲגוּ: אָלֶ״ף־אָלֶ״ף)."
א״א,"א""א","אמר אברהם (ראב""ד)",0,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אמר אברהם ([[ראב""ד]])."
א״ב,"א""ב",ארצות הברית,106217,hebrew,True,False,wiktionary,,# ארצות הברית.
א״ב,"א""ב",אדר ב',1482,hebrew,True,False,wiktionary,,# אדר ב'.
א״ב,"א""ב",ארוחת בוקר,434,hebrew,True,False,wiktionary,,# ארוחת בוקר.
א״ב,"א""ב",אלף-בית,266,hebrew,True,False,wiktionary,,# [[אלף בית|אלף-בית]]
א״ב,"א""ב",אין ביכולתו,98,hebrew,True,False,wiktionary,,# אין ביכולתו.
א״ב,"א""ב",אתה בחרתנו,80,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} אתה בחרתנו."
א״ב,"א""ב",אבן בוחן,64,hebrew,True,True,wiktionary,,# [[אבן בחן|אבן בוחן]]
א״ב,"א""ב",אמרי בינה,64,hebrew,True,False,wiktionary,,# אמרי בינה.
א״ב,"א""ב",אנשי ביתו,18,hebrew,True,False,wiktionary,,# אנשי ביתו.
א״ב,"א""ב",איסור בישול,14,hebrew,True,False,wiktionary,,# איסור בישול.
א״ב,"א""ב",איסור בנייה,9,hebrew,True,False,wiktionary,,# איסור בנייה.
א״ב,"א""ב",אמת בניין,5,hebrew,True,False,wiktionary,,# אמת בניין.
א״ב,"א""ב",איתור בית,3,hebrew,True,False,wiktionary,,# איתור בית.
א״ב,"א""ב",אישור בחירות,2,hebrew,True,False,wiktionary,,# אישור בחירות.
א״ב,"א""ב",איכא ביניהו (יש ביניהם,0,hebrew,True,False,wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} איכא ביניהו (יש ביניהם. המשמעות ההבדל בין שתי שיטות)."
א״ב,"א""ב",אין בו; אין בה,0,hebrew,True,False,wiktionary,,# אין בו; אין בה.
א״ב,"א""ב",אין ברֵרה,0,hebrew,True,False,wiktionary,,# אין ברֵרה.
א״בדב״ס,א“ב דב”ס,אלפא ביתא דבן סירא,20,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} '''א'''לפא '''ב'''יתא '''דב'''ן '''ס'''ירא."
א״ג,"א""ג",אימון גופני,111,hebrew,True,False,wiktionary,,"# {{משלב/ר""ת|ספורט|צה""ל}} אימון גופני."
א״ג,"א""ג",אבן גבול,25,hebrew,True,True,wiktionary,,# אבן גבול.
א״ג,"א""ג",איכות גבולית,0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} איכות גבולית."
א״ד,"א""ד",אינו דומה,138,hebrew,True,False,wiktionary,,# [[אינו]] [[דומה]].
א״ד,"א""ד",אינו דין,13,hebrew,True,False,wiktionary,,# אינו [[דין]].
א״ד,"א""ד",אליבא דאמת,7,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אליבא דאמת."
א״ד,"א""ד",אשראי דוקומנטרי,5,hebrew,True,False,wiktionary,כלכלה,"#{{משלב/ר""ת|כלכלה}} אשראי דוקומנטרי."
א״ד,"א""ד",איכא דאמרי (יש אומרים),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} איכא דאמרי ([[יש]] אומרים)."
א״ד,"א""ד",אליבא דידי (דידיה),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אליבא דידי (דידיה)."
א״ד,"א""ד",אנית-דיג,0,hebrew,True,False,wiktionary,,# אנית-דיג.
א״ה,"א""ה",אבן העזר,729,hebrew,True,True,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} אבן העזר."
א״ה,"א""ה",אוצר הברכות,0,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} [[אוצר]] ה[[ברכה#בְּרָכָה|ברכות]]."
א״ה,"א""ה",אי הכי (אם כך),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אי הכי (אם כך)."
א״ה,"א""ה",אמר הכותב/המחבר/העורך,0,hebrew,True,False,wiktionary,,#[[אמר#אָמַר|אמר]] ה[[כתב#כָּתַב|כותב]]/ה[[מחבר]]/ה[[ערך#עָרַךְ|עורך]].
א״ז,"א""ז",את זה,8426,hebrew,True,False,wiktionary,,# את זה
א״ז,"א""ז",אין זה,1971,hebrew,True,False,wiktionary,,# אין זה
א״ז,"א""ז",אי־זוגי,350,hebrew,True,False,wiktionary,,# אי־זוגי
א״ז,"א""ז",אור זרוע,305,hebrew,True,False,wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} [[w:אור זרוע|אור זרוע]] (ספר)"
א״ז,"א""ז",אדרא זוטא,8,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[:w:אדרא זוטא|אדרא זוטא]]"
א״ז,"א""ז",אדוני זקני,4,hebrew,True,False,wiktionary,,# אדוני זקני
א״ח,"א""ח",אורך חיים,242,hebrew,True,False,wiktionary,,# [[ארך#אֹרֶךְ|אורך]] [[חיים]].
א״ח,"א""ח",אגף חקירות,73,hebrew,True,False,wiktionary,,# [[אגף]] [[חקירה|חקירות]].
א״ט,"א""ט",ארוך־טווח,1244,hebrew,True,False,wiktionary,,# ארוך־טווח.
א״ט,"א""ט",אַב־טִיפּוּס,2,hebrew,True,False,wiktionary,,# [[אב טיפוס|אַב־טִיפּוּס]].
א״י,"א""י",ארץ ישראל,16834,hebrew,True,False,wiktionary,,# [[ארץ ישראל]].
א״י,"א""י",אבן יקרה,63,hebrew,True,True,wiktionary,,# אבן יקרה.
א״י,"א""י",אינו יהודי,59,hebrew,True,False,wiktionary,,# אינו יהודי.
א״י,"א""י",אין יכול,13,hebrew,True,False,wiktionary,,# אין יכול.
א״כ,"א""כ",אם כן,4005,hebrew,True,False,wiktionary,,#[[אם כן]].
א״כ,"א""כ",אם כך,674,hebrew,True,False,wiktionary,,#[[אם כך]].
א״כ,"א""כ",ארבע כוסות,113,hebrew,True,False,wiktionary,,#[[ארבע]] כוסות.
א״כ,"א""כ",אין כסף,111,hebrew,True,False,wiktionary,,#[[אין]] [[כסף]].
א״כ,"א""כ",ארבע כנפות,42,hebrew,True,False,wiktionary,,#ארבע כנפות.
א״כ,"א""כ",אין כמוך,33,hebrew,True,False,wiktionary,,#אין [[כמוך]].
א״כ,"א""כ",אדם כשר,19,hebrew,True,False,wiktionary,,#[[אדם]] [[כשר]].
א״כ,"א""כ",אינו כדאי,12,hebrew,True,False,wiktionary,,#[[אינו]] [[כדאי]].
א״כ,"א""כ",אין כאלוקינו,9,hebrew,True,False,wiktionary,,#אין כאלוקינו.
א״כ,"א""כ",אתה כוננת,8,hebrew,True,False,wiktionary,,#[[אתה]] כוננת.
א״כ,"א""כ",אחרי כן/אחר כך,0,hebrew,True,False,wiktionary,,#אחרי כן/אחר כך.
א״ל,"א""ל",אמר לו,1124,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[אמירה|אמר]] לו."
א״ל,"א""ל",אמר ליה,126,hebrew,True,False,wiktionary,ארמית,"# {{משלב/ר""ת|ארמית}} [[אמירה|אמר]] ליה."
א״ל,"א""ל",איכא למימר,1,hebrew,True,False,wiktionary,ארמית,"# {{משלב/ר""ת|ארמית}} איכא למימר. (יש לומר, פתיחה לתשובה על שאלה)."
א״מ,"א""מ","אמ""ן",827,hebrew,True,False,wiktionary,,"# [[אמ""ן]]"
א״מ,"א""מ",אמצעים מיוחדים,79,hebrew,True,False,wiktionary,,# [[אמצעי]]ם [[מיחד#מְיֻחָד|מיוחדים]].
א״מ,"א""מ",אגף מודיעין,41,hebrew,True,False,wiktionary,,# [[אגף#אֲגַף|אגף]] [[מודיעין]].
א״מ,"א""מ",אליעזר מאיר (ליפשיץ),34,hebrew,True,False,wiktionary,,# [[w:אליעזר מאיר ליפשיץ|אליעזר מאיר (ליפשיץ)]].
א״מ,"א""מ",אניית מנוע (א/מ),0,hebrew,True,False,wiktionary,,# [[אנית מנוע|אניית מנוע]] (א/מ).
א״נ,"א""נ",אינו נאמן,71,hebrew,True,False,wiktionary,,# אינו [[נאמן]].
א״נ,"א""נ",אדון נכבד,2,hebrew,True,False,wiktionary,,# [[אדון]] נכבד.
א״נ,"א""נ",און נאך (ועוד),0,hebrew,True,False,wiktionary,,# און נאך ([[ועוד]]).
א״נ,"א""נ",אי נימא (אם נאׂמר),0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} אי נימא (אם נאׂמר)."
א״נ,"א""נ",אי נמי (מילולית: או גם,0,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} [[אי נמי]] (מילולית: או גם. משמעות: תירוץ נוסף)."
